id,Gender,Customer_Type,Age,Age_Category,Type_of_Travel,Class,Flight_Distance,Flight_Distance_Category,Inflight_wifi_service,Departure_Arrival_time_convenient,Ease_of_Online_booking,Gate_location,Food_and_drink,Online_boarding,Seat_comfort,Inflight_entertainment,On_board_service,Leg_room_service,Baggage_handling,Checkin_service,Inflight_service,Cleanliness,Departure_Delay_in_Minutes,Departure_Delay_Category,Arrival_Delay_in_Minutes,Satisfaction
1206,Male,Loyal Customer,27,Adolescent,Personal Travel,Eco,354,Short-Haul,3,5,3,3,1,3,1,1,3,2,4,3,4,1,16,Minor Delay,41,neutral or dissatisfied
125904,Female,Loyal Customer,59,Adolescent,Personal Travel,Eco,951,Short-Haul,3,4,3,4,4,3,4,2,2,3,2,4,2,1,0,Minor Delay,5,neutral or dissatisfied
61554,Female,Loyal Customer,30,Adolescent,Business travel,Business,2253,Long-Haul,1,1,1,1,4,4,4,4,3,3,5,4,5,4,0,Minor Delay,0,satisfied
112804,Male,Disloyal Customer,27,Adolescent,Business travel,Business,1211,Short-Haul,3,3,3,3,2,3,2,2,4,1,2,2,2,2,1,Minor Delay,11,neutral or dissatisfied
41283,Male,Loyal Customer,41,Adolescent,Personal Travel,Eco,788,Short-Haul,2,4,2,5,2,2,2,2,5,3,4,4,4,2,7,Minor Delay,2,neutral or dissatisfied
43630,Male,Loyal Customer,66,Old,Personal Travel,Eco,252,Short-Haul,3,3,3,3,2,3,2,2,4,5,3,4,4,2,0,Minor Delay,0,neutral or dissatisfied
121901,Male,Loyal Customer,7,Children,Personal Travel,Eco,366,Short-Haul,1,5,5,3,5,5,5,5,4,3,4,3,4,5,0,Minor Delay,3,neutral or dissatisfied
13985,Female,Loyal Customer,47,Adolescent,Business travel,Business,372,Short-Haul,4,4,3,4,4,3,2,3,3,4,3,5,3,5,0,Minor Delay,0,satisfied
93722,Female,Loyal Customer,40,Adolescent,Business travel,Business,2912,Long-Haul,1,3,3,3,2,4,3,1,1,1,1,4,1,4,0,Minor Delay,0,neutral or dissatisfied
74558,Male,Loyal Customer,44,Adolescent,Business travel,Business,1205,Short-Haul,4,3,4,4,5,5,5,3,3,4,5,5,3,5,257,Severe Delay,252,satisfied
96739,Female,Loyal Customer,39,Adolescent,Business travel,Business,2549,Long-Haul,5,5,5,5,5,4,4,5,5,5,5,5,5,3,29,Minor Delay,19,satisfied
64623,Female,Loyal Customer,33,Adolescent,Business travel,Business,2323,Long-Haul,4,4,5,4,1,4,3,2,2,2,4,4,2,2,0,Minor Delay,0,neutral or dissatisfied
53932,Female,Loyal Customer,68,Old,Personal Travel,Eco Plus,191,Short-Haul,3,4,0,5,3,5,4,1,1,0,1,4,1,5,0,Minor Delay,0,neutral or dissatisfied
33404,Male,Loyal Customer,26,Adolescent,Business travel,Eco,2349,Long-Haul,4,3,3,3,4,4,3,4,4,3,5,4,5,4,0,Minor Delay,0,satisfied
28674,Male,Loyal Customer,22,Adolescent,Business travel,Business,2797,Long-Haul,3,3,3,3,4,4,4,4,3,5,4,4,4,4,0,Minor Delay,0,satisfied
104687,Female,Loyal Customer,61,Old,Business travel,Eco,159,Short-Haul,2,4,4,4,5,4,4,2,2,2,2,2,2,1,0,Minor Delay,0,neutral or dissatisfied
45240,Female,Loyal Customer,45,Adolescent,Personal Travel,Eco,1013,Short-Haul,1,5,1,5,4,4,3,1,1,1,1,4,1,1,10,Minor Delay,10,neutral or dissatisfied
104896,Male,Loyal Customer,40,Adolescent,Business travel,Business,1565,Long-Haul,2,4,4,4,4,4,4,2,2,2,2,3,2,2,14,Minor Delay,35,neutral or dissatisfied
49457,Female,Loyal Customer,60,Old,Business travel,Eco,109,Short-Haul,2,1,5,1,1,3,4,2,2,2,2,1,2,2,12,Minor Delay,17,neutral or dissatisfied
13211,Male,Disloyal Customer,28,Adolescent,Business travel,Business,468,Short-Haul,2,2,2,3,4,2,4,4,4,3,3,4,2,4,0,Minor Delay,10,neutral or dissatisfied
96808,Female,Disloyal Customer,32,Adolescent,Business travel,Business,781,Short-Haul,2,2,2,2,1,2,1,1,4,5,4,3,4,1,26,Minor Delay,28,neutral or dissatisfied
5647,Male,Loyal Customer,49,Adolescent,Personal Travel,Business,299,Short-Haul,3,3,3,3,1,3,3,3,3,3,3,2,3,4,0,Minor Delay,7,neutral or dissatisfied
123321,Female,Loyal Customer,25,Adolescent,Business travel,Eco Plus,650,Short-Haul,1,3,4,4,1,1,2,1,1,3,4,4,3,1,1,Minor Delay,7,neutral or dissatisfied
3604,Male,Loyal Customer,23,Adolescent,Personal Travel,Eco,999,Short-Haul,1,3,1,5,4,1,4,4,1,1,5,3,1,4,0,Minor Delay,13,neutral or dissatisfied
70237,Female,Loyal Customer,39,Adolescent,Business travel,Business,1592,Long-Haul,3,3,3,3,3,4,4,4,4,4,4,5,4,5,14,Minor Delay,19,satisfied
54484,Male,Loyal Customer,10,Children,Business travel,Business,925,Short-Haul,3,1,3,3,3,4,3,3,5,3,5,5,1,3,0,Minor Delay,0,satisfied
32889,Female,Loyal Customer,47,Adolescent,Personal Travel,Eco,163,Short-Haul,4,5,4,1,4,4,4,1,1,4,1,4,1,5,0,Minor Delay,0,satisfied
77250,Female,Loyal Customer,45,Adolescent,Business travel,Business,1190,Short-Haul,5,5,5,5,4,3,3,5,5,5,5,5,5,5,1,Minor Delay,0,satisfied
110141,Male,Loyal Customer,35,Adolescent,Business travel,Business,2723,Long-Haul,3,4,4,4,2,4,4,3,3,3,3,2,3,1,2,Minor Delay,0,neutral or dissatisfied
3212,Male,Loyal Customer,64,Old,Business travel,Eco Plus,693,Short-Haul,3,1,1,1,3,3,3,3,3,1,4,3,4,3,0,Minor Delay,0,neutral or dissatisfied
129532,Female,Loyal Customer,56,Adolescent,Business travel,Business,2583,Long-Haul,1,1,1,1,4,5,4,5,5,5,5,5,5,5,0,Minor Delay,0,satisfied
60800,Female,Loyal Customer,43,Adolescent,Business travel,Business,1888,Long-Haul,3,2,2,2,2,3,3,3,3,3,3,2,3,3,2,Minor Delay,0,neutral or dissatisfied
93742,Female,Loyal Customer,41,Adolescent,Business travel,Business,3600,Long-Haul,3,3,3,3,2,5,4,4,4,4,4,3,4,5,0,Minor Delay,0,satisfied
62045,Male,Disloyal Customer,29,Adolescent,Business travel,Eco,1121,Short-Haul,2,2,2,4,1,2,1,1,3,1,2,4,4,1,6,Minor Delay,0,neutral or dissatisfied
109371,Female,Loyal Customer,45,Adolescent,Business travel,Eco,1237,Short-Haul,4,5,3,5,3,2,3,4,4,4,4,1,4,3,31,Moderate Delay,29,neutral or dissatisfied
56739,Female,Loyal Customer,43,Adolescent,Personal Travel,Eco,1023,Short-Haul,3,3,3,3,4,3,4,3,3,3,3,2,3,2,0,Minor Delay,0,neutral or dissatisfied
113864,Male,Loyal Customer,44,Adolescent,Business travel,Eco,992,Short-Haul,5,2,5,5,5,5,5,5,5,5,5,3,3,5,9,Minor Delay,0,satisfied
91893,Female,Loyal Customer,48,Adolescent,Business travel,Business,2475,Long-Haul,3,4,3,3,3,5,4,4,4,4,4,5,4,5,0,Minor Delay,0,satisfied
93652,Male,Loyal Customer,21,Adolescent,Personal Travel,Eco,547,Short-Haul,2,4,1,4,5,1,5,5,3,1,2,5,2,5,15,Minor Delay,59,neutral or dissatisfied
81450,Female,Loyal Customer,37,Adolescent,Business travel,Business,1702,Long-Haul,4,4,4,4,2,5,4,2,2,2,2,4,2,4,0,Minor Delay,0,satisfied
57254,Female,Loyal Customer,60,Old,Business travel,Eco,804,Short-Haul,2,2,2,2,2,3,4,2,2,2,2,4,2,3,0,Minor Delay,0,neutral or dissatisfied
14554,Male,Loyal Customer,70,Old,Personal Travel,Eco,288,Short-Haul,2,4,2,4,1,2,1,1,5,3,5,3,4,1,0,Minor Delay,0,neutral or dissatisfied
69204,Male,Disloyal Customer,35,Adolescent,Business travel,Business,733,Short-Haul,1,1,1,3,2,1,2,2,3,4,4,4,5,2,0,Minor Delay,17,neutral or dissatisfied
90916,Male,Loyal Customer,37,Adolescent,Business travel,Business,194,Short-Haul,5,4,5,5,4,2,1,5,5,5,3,5,5,1,0,Minor Delay,0,satisfied
119888,Male,Loyal Customer,30,Adolescent,Personal Travel,Eco,912,Short-Haul,3,4,4,2,4,4,3,4,5,3,5,4,5,4,0,Minor Delay,7,neutral or dissatisfied
46906,Female,Loyal Customer,16,Children,Business travel,Business,2615,Long-Haul,5,5,3,5,1,2,1,1,5,5,2,4,2,1,0,Minor Delay,0,satisfied
95666,Female,Disloyal Customer,23,Adolescent,Business travel,Eco,1131,Short-Haul,2,2,2,2,5,2,5,5,5,2,5,4,4,5,57,Moderate Delay,45,neutral or dissatisfied
89052,Female,Disloyal Customer,43,Adolescent,Business travel,Business,807,Short-Haul,4,3,3,1,4,4,4,4,4,5,5,5,5,4,0,Minor Delay,4,satisfied
85632,Female,Loyal Customer,18,Adolescent,Personal Travel,Eco,153,Short-Haul,4,4,4,3,4,4,1,4,4,2,5,5,1,4,0,Minor Delay,0,neutral or dissatisfied
44115,Female,Loyal Customer,68,Old,Personal Travel,Eco Plus,408,Short-Haul,2,4,2,3,3,5,5,2,2,2,2,5,2,5,13,Minor Delay,6,neutral or dissatisfied
59134,Female,Loyal Customer,61,Old,Personal Travel,Eco,1846,Long-Haul,1,5,1,3,5,5,4,3,3,1,1,4,3,3,0,Minor Delay,0,neutral or dissatisfied
16182,Female,Loyal Customer,44,Adolescent,Business travel,Eco,277,Short-Haul,2,2,4,2,4,2,2,2,2,2,2,2,2,1,49,Moderate Delay,54,neutral or dissatisfied
62910,Female,Loyal Customer,57,Adolescent,Business travel,Business,846,Short-Haul,4,4,4,4,3,5,5,4,4,4,4,5,4,5,0,Minor Delay,0,satisfied
12473,Male,Loyal Customer,28,Adolescent,Personal Travel,Eco,305,Short-Haul,2,4,2,1,2,2,2,2,2,4,3,2,3,2,17,Minor Delay,5,neutral or dissatisfied
65647,Female,Disloyal Customer,29,Adolescent,Business travel,Business,861,Short-Haul,4,5,5,2,5,5,5,5,3,3,4,5,5,5,6,Minor Delay,5,satisfied
69134,Male,Loyal Customer,50,Adolescent,Business travel,Business,2248,Long-Haul,4,4,4,4,2,3,4,5,5,5,5,5,5,4,0,Minor Delay,0,satisfied
107892,Male,Disloyal Customer,56,Adolescent,Business travel,Business,461,Short-Haul,2,2,2,3,4,2,4,4,3,4,4,1,3,4,31,Moderate Delay,20,neutral or dissatisfied
128291,Male,Loyal Customer,62,Old,Business travel,Business,2287,Long-Haul,0,0,0,2,2,5,4,2,2,2,2,3,2,4,0,Minor Delay,2,satisfied
79137,Female,Loyal Customer,52,Adolescent,Business travel,Business,2692,Long-Haul,1,1,1,1,4,4,5,5,5,5,5,4,5,4,0,Minor Delay,0,satisfied
8540,Male,Loyal Customer,60,Old,Business travel,Business,308,Short-Haul,1,1,1,1,2,4,4,5,5,5,5,5,5,3,0,Minor Delay,0,satisfied
15079,Female,Loyal Customer,51,Adolescent,Business travel,Eco,322,Short-Haul,4,5,5,5,1,5,5,4,4,4,4,4,4,3,0,Minor Delay,1,satisfied
105645,Female,Loyal Customer,42,Adolescent,Business travel,Business,3282,Long-Haul,4,4,5,4,3,4,4,2,2,3,2,4,2,3,0,Minor Delay,0,satisfied
78278,Male,Disloyal Customer,24,Adolescent,Business travel,Business,1598,Long-Haul,4,5,4,3,1,4,1,1,5,2,4,4,5,1,2,Minor Delay,0,satisfied
126139,Male,Loyal Customer,27,Adolescent,Business travel,Business,3014,Long-Haul,2,2,2,2,2,3,2,2,4,2,4,1,3,2,0,Minor Delay,0,neutral or dissatisfied
91932,Female,Loyal Customer,38,Adolescent,Business travel,Business,2475,Long-Haul,4,2,5,2,2,1,3,4,4,4,4,4,4,1,13,Minor Delay,27,neutral or dissatisfied
5723,Female,Disloyal Customer,22,Adolescent,Business travel,Eco,299,Short-Haul,4,3,4,3,5,4,5,5,3,3,4,5,4,5,6,Minor Delay,3,satisfied
35727,Male,Loyal Customer,63,Old,Personal Travel,Eco Plus,2569,Long-Haul,1,4,1,4,1,3,3,3,5,3,4,3,4,3,47,Moderate Delay,108,neutral or dissatisfied
84477,Female,Loyal Customer,45,Adolescent,Business travel,Business,3125,Long-Haul,3,3,3,3,4,4,4,4,4,4,4,5,4,5,0,Minor Delay,0,satisfied
112120,Female,Loyal Customer,57,Adolescent,Business travel,Business,1755,Long-Haul,3,3,3,3,4,5,4,4,4,4,4,4,4,5,0,Minor Delay,0,satisfied
92406,Male,Disloyal Customer,21,Adolescent,Business travel,Business,717,Short-Haul,5,0,5,2,5,5,1,5,4,3,5,3,4,5,0,Minor Delay,0,satisfied
66003,Female,Loyal Customer,10,Children,Personal Travel,Business,1345,Short-Haul,4,3,4,4,1,4,1,1,3,5,2,3,4,1,39,Moderate Delay,50,neutral or dissatisfied
109143,Female,Loyal Customer,10,Children,Personal Travel,Business,793,Short-Haul,3,4,3,4,4,3,4,4,5,4,4,3,5,4,2,Minor Delay,4,neutral or dissatisfied
116358,Female,Loyal Customer,45,Adolescent,Personal Travel,Eco,373,Short-Haul,3,1,3,4,2,4,4,3,3,3,3,4,3,3,24,Minor Delay,22,neutral or dissatisfied
99364,Female,Disloyal Customer,47,Adolescent,Business travel,Business,409,Short-Haul,4,4,4,3,1,4,1,1,4,5,4,5,5,1,0,Minor Delay,0,satisfied
95899,Female,Loyal Customer,16,Children,Personal Travel,Eco,580,Short-Haul,2,3,2,3,1,2,1,1,4,3,3,3,4,1,0,Minor Delay,1,neutral or dissatisfied
35432,Female,Loyal Customer,45,Adolescent,Personal Travel,Eco,1069,Short-Haul,1,4,1,1,5,4,5,4,4,1,4,5,4,3,0,Minor Delay,0,neutral or dissatisfied
122852,Female,Loyal Customer,43,Adolescent,Business travel,Business,2289,Long-Haul,1,5,5,5,2,3,3,1,1,1,1,1,1,2,0,Minor Delay,16,neutral or dissatisfied
119166,Male,Disloyal Customer,26,Adolescent,Business travel,Business,257,Short-Haul,4,4,4,2,3,4,4,3,3,3,5,4,4,3,16,Minor Delay,1,satisfied
98779,Male,Loyal Customer,50,Adolescent,Business travel,Business,3376,Long-Haul,4,4,4,4,3,5,4,3,3,3,3,3,3,5,26,Minor Delay,17,satisfied
15264,Male,Loyal Customer,27,Adolescent,Business travel,Business,2401,Long-Haul,3,2,2,2,3,3,3,3,4,2,4,1,4,3,0,Minor Delay,0,neutral or dissatisfied
15591,Male,Disloyal Customer,26,Adolescent,Business travel,Eco,292,Short-Haul,1,4,1,3,1,1,1,1,4,2,3,4,3,1,72,Severe Delay,55,neutral or dissatisfied
54882,Female,Loyal Customer,13,Children,Personal Travel,Eco,862,Short-Haul,3,5,3,4,5,3,5,5,3,2,4,3,5,5,4,Minor Delay,24,neutral or dissatisfied
56751,Female,Loyal Customer,59,Adolescent,Business travel,Business,2484,Long-Haul,2,2,2,2,5,5,5,5,5,5,5,5,5,4,0,Minor Delay,0,satisfied
70383,Female,Disloyal Customer,26,Adolescent,Business travel,Business,1562,Long-Haul,1,1,1,3,1,1,1,1,4,2,4,5,5,1,52,Moderate Delay,45,neutral or dissatisfied
35342,Female,Loyal Customer,47,Adolescent,Business travel,Business,2668,Long-Haul,3,3,3,3,2,4,4,5,5,5,5,1,5,5,0,Minor Delay,0,satisfied
17,Female,Loyal Customer,48,Adolescent,Personal Travel,Eco,821,Short-Haul,2,3,2,3,1,5,1,5,5,2,5,5,5,2,0,Minor Delay,0,neutral or dissatisfied
20173,Female,Loyal Customer,13,Children,Personal Travel,Eco,438,Short-Haul,2,4,2,4,1,2,1,1,3,4,5,5,5,1,76,Severe Delay,66,neutral or dissatisfied
116838,Female,Disloyal Customer,21,Adolescent,Business travel,Business,370,Short-Haul,4,0,5,3,2,5,2,2,3,3,4,3,5,2,0,Minor Delay,0,satisfied
84228,Female,Loyal Customer,10,Children,Personal Travel,Eco,432,Short-Haul,2,3,1,3,5,1,5,5,1,3,3,1,4,5,13,Minor Delay,24,neutral or dissatisfied
94857,Male,Loyal Customer,34,Adolescent,Business travel,Eco,189,Short-Haul,1,4,4,4,1,1,1,1,2,3,3,3,3,1,0,Minor Delay,0,neutral or dissatisfied
118665,Male,Disloyal Customer,22,Adolescent,Business travel,Eco,646,Short-Haul,3,1,4,3,2,4,4,2,4,3,4,1,4,2,21,Minor Delay,20,neutral or dissatisfied
72696,Female,Loyal Customer,45,Adolescent,Personal Travel,Eco,1121,Short-Haul,2,5,2,5,4,5,4,3,3,2,3,3,3,5,7,Minor Delay,11,neutral or dissatisfied
109153,Male,Loyal Customer,55,Adolescent,Business travel,Business,612,Short-Haul,3,3,3,3,5,5,5,4,4,4,4,5,4,5,13,Minor Delay,9,satisfied
34435,Female,Loyal Customer,52,Adolescent,Business travel,Business,2422,Long-Haul,5,5,5,5,5,4,4,4,5,5,4,4,5,4,25,Minor Delay,29,satisfied
99553,Male,Disloyal Customer,18,Adolescent,Business travel,Eco,808,Short-Haul,2,2,2,4,4,2,4,4,3,2,3,4,3,4,93,Severe Delay,97,neutral or dissatisfied
36101,Female,Loyal Customer,61,Old,Personal Travel,Eco,474,Short-Haul,3,3,3,4,4,4,4,2,2,3,2,4,2,4,0,Minor Delay,0,neutral or dissatisfied
64388,Female,Loyal Customer,59,Adolescent,Personal Travel,Eco,1172,Short-Haul,3,5,3,2,5,5,5,4,4,3,2,3,4,4,0,Minor Delay,0,neutral or dissatisfied
74006,Female,Loyal Customer,8,Children,Personal Travel,Eco,1972,Long-Haul,3,3,4,3,4,4,4,4,3,5,4,3,3,4,0,Minor Delay,7,neutral or dissatisfied
107923,Female,Loyal Customer,42,Adolescent,Business travel,Business,611,Short-Haul,4,4,4,4,4,4,5,4,4,4,4,5,4,5,0,Minor Delay,0,satisfied
28487,Female,Loyal Customer,29,Adolescent,Business travel,Business,1739,Long-Haul,1,5,5,5,1,1,1,1,2,3,2,4,2,1,6,Minor Delay,21,neutral or dissatisfied
53956,Male,Loyal Customer,12,Children,Business travel,Business,1117,Short-Haul,2,5,5,5,2,2,2,2,3,1,4,3,4,2,31,Moderate Delay,26,neutral or dissatisfied
122479,Female,Disloyal Customer,50,Adolescent,Business travel,Eco,408,Short-Haul,2,0,2,3,3,2,3,3,4,2,4,3,3,3,0,Minor Delay,16,neutral or dissatisfied
125870,Male,Loyal Customer,47,Adolescent,Business travel,Business,993,Short-Haul,3,3,3,3,3,5,5,5,5,5,5,3,5,5,0,Minor Delay,0,satisfied
117395,Male,Loyal Customer,48,Adolescent,Business travel,Business,1797,Long-Haul,5,5,5,5,3,4,4,4,4,4,4,3,4,3,0,Minor Delay,0,satisfied
82521,Female,Disloyal Customer,23,Adolescent,Business travel,Eco,1123,Short-Haul,1,1,1,4,4,1,4,4,3,2,3,3,3,4,0,Minor Delay,9,neutral or dissatisfied
52861,Male,Disloyal Customer,28,Adolescent,Business travel,Business,836,Short-Haul,3,3,3,2,3,3,3,3,4,4,4,5,5,3,0,Minor Delay,0,neutral or dissatisfied
5672,Male,Loyal Customer,45,Adolescent,Business travel,Eco,234,Short-Haul,3,5,5,5,3,3,3,3,2,2,4,4,3,3,0,Minor Delay,1,neutral or dissatisfied
347,Female,Loyal Customer,30,Adolescent,Personal Travel,Eco,821,Short-Haul,3,5,3,5,5,3,5,5,4,5,2,4,1,5,9,Minor Delay,8,neutral or dissatisfied
85117,Female,Loyal Customer,59,Adolescent,Business travel,Business,2734,Long-Haul,5,5,5,5,2,5,5,5,5,5,5,4,5,4,16,Minor Delay,0,satisfied
84016,Female,Loyal Customer,58,Adolescent,Personal Travel,Eco,321,Short-Haul,2,2,2,4,1,3,3,3,3,2,3,2,3,2,0,Minor Delay,9,neutral or dissatisfied
88913,Female,Loyal Customer,59,Adolescent,Personal Travel,Eco,859,Short-Haul,1,4,1,2,2,4,4,4,4,1,4,3,4,4,17,Minor Delay,16,neutral or dissatisfied
60597,Male,Loyal Customer,23,Adolescent,Business travel,Business,1558,Long-Haul,2,2,2,2,4,4,4,4,3,4,4,3,5,4,1,Minor Delay,0,satisfied
11105,Female,Loyal Customer,50,Adolescent,Personal Travel,Eco,429,Short-Haul,5,2,5,3,2,3,3,3,3,5,3,4,3,2,0,Minor Delay,0,satisfied
29552,Male,Loyal Customer,33,Adolescent,Business travel,Business,1448,Short-Haul,5,5,4,5,3,5,3,3,4,2,1,1,3,3,0,Minor Delay,0,satisfied
66109,Male,Loyal Customer,23,Adolescent,Business travel,Business,2767,Long-Haul,5,5,2,5,5,5,5,5,5,4,4,5,5,5,0,Minor Delay,0,satisfied
95739,Female,Loyal Customer,37,Adolescent,Business travel,Business,3886,Long-Haul,3,2,4,2,5,3,3,3,3,3,3,3,3,1,18,Minor Delay,23,neutral or dissatisfied
88658,Female,Loyal Customer,8,Children,Personal Travel,Eco,442,Short-Haul,3,4,3,3,4,3,4,4,5,4,1,4,4,4,0,Minor Delay,0,neutral or dissatisfied
43399,Male,Loyal Customer,51,Adolescent,Personal Travel,Eco,347,Short-Haul,5,5,5,1,1,5,2,1,3,4,5,3,4,1,0,Minor Delay,0,satisfied
103377,Male,Loyal Customer,66,Old,Business travel,Business,1640,Long-Haul,0,0,0,3,3,5,5,1,1,1,1,5,1,5,4,Minor Delay,5,satisfied
80530,Female,Loyal Customer,58,Adolescent,Business travel,Business,1678,Long-Haul,1,1,1,1,2,3,4,5,5,5,5,4,5,3,0,Minor Delay,0,satisfied
25524,Male,Loyal Customer,32,Adolescent,Personal Travel,Eco,547,Short-Haul,3,1,3,3,4,3,3,4,3,4,4,4,4,4,0,Minor Delay,0,neutral or dissatisfied
67416,Female,Loyal Customer,41,Adolescent,Business travel,Business,2852,Long-Haul,5,5,5,5,4,5,5,5,5,5,5,3,5,5,8,Minor Delay,11,satisfied
76892,Female,Loyal Customer,56,Adolescent,Business travel,Business,630,Short-Haul,2,2,2,2,5,4,5,5,5,5,5,5,5,4,4,Minor Delay,2,satisfied
116292,Female,Loyal Customer,18,Adolescent,Personal Travel,Eco,480,Short-Haul,1,3,1,3,5,1,5,5,1,2,3,3,4,5,1,Minor Delay,0,neutral or dissatisfied
65887,Male,Loyal Customer,52,Adolescent,Business travel,Business,2296,Long-Haul,3,3,3,3,2,4,4,3,3,3,3,5,3,3,0,Minor Delay,0,satisfied
3944,Male,Loyal Customer,31,Adolescent,Business travel,Business,764,Short-Haul,2,2,3,2,2,2,2,2,2,3,4,2,4,2,0,Minor Delay,10,neutral or dissatisfied
61638,Female,Loyal Customer,53,Adolescent,Business travel,Business,1635,Long-Haul,3,3,3,3,5,5,5,5,5,5,5,5,5,4,95,Severe Delay,82,satisfied
74579,Female,Loyal Customer,42,Adolescent,Business travel,Eco,1235,Short-Haul,2,1,1,1,1,4,4,2,2,2,2,1,2,1,0,Minor Delay,0,neutral or dissatisfied
62145,Female,Loyal Customer,34,Adolescent,Business travel,Business,2565,Long-Haul,3,3,3,3,5,4,5,5,5,5,5,4,5,4,0,Minor Delay,7,satisfied
46418,Female,Loyal Customer,50,Adolescent,Business travel,Business,649,Short-Haul,3,4,4,4,5,4,4,3,3,3,3,2,3,4,0,Minor Delay,0,neutral or dissatisfied
32676,Female,Loyal Customer,36,Adolescent,Business travel,Business,101,Short-Haul,1,4,5,5,1,3,4,4,4,4,1,2,4,4,0,Minor Delay,3,neutral or dissatisfied
101514,Male,Disloyal Customer,23,Adolescent,Business travel,Eco,345,Short-Haul,2,5,3,1,4,3,4,4,2,5,5,1,2,4,6,Minor Delay,4,neutral or dissatisfied
91553,Male,Loyal Customer,15,Children,Personal Travel,Eco,680,Short-Haul,1,1,1,3,2,1,2,2,3,3,3,1,3,2,0,Minor Delay,18,neutral or dissatisfied
126073,Female,Loyal Customer,48,Adolescent,Business travel,Business,590,Short-Haul,4,4,4,4,3,4,4,5,5,5,5,3,5,4,53,Moderate Delay,47,satisfied
50562,Male,Loyal Customer,56,Adolescent,Personal Travel,Eco,86,Short-Haul,2,4,0,1,4,0,4,4,4,5,1,4,5,4,0,Minor Delay,0,neutral or dissatisfied
122630,Female,Loyal Customer,65,Old,Personal Travel,Eco,728,Short-Haul,3,3,3,5,1,3,2,2,2,3,2,2,2,1,0,Minor Delay,0,neutral or dissatisfied
550,Female,Loyal Customer,40,Adolescent,Business travel,Business,164,Short-Haul,0,5,0,2,4,4,4,5,5,4,4,5,5,3,38,Moderate Delay,33,satisfied
111896,Male,Loyal Customer,37,Adolescent,Personal Travel,Eco,628,Short-Haul,1,5,1,2,1,1,1,5,3,5,5,1,5,1,166,Severe Delay,164,neutral or dissatisfied
41694,Female,Loyal Customer,23,Adolescent,Personal Travel,Eco,347,Short-Haul,4,5,4,1,3,4,4,3,4,5,5,4,5,3,0,Minor Delay,22,neutral or dissatisfied
43533,Male,Loyal Customer,68,Old,Personal Travel,Eco,920,Short-Haul,4,5,4,3,4,4,4,4,4,5,4,3,4,4,0,Minor Delay,13,neutral or dissatisfied
32879,Female,Loyal Customer,25,Adolescent,Personal Travel,Eco,101,Short-Haul,3,4,3,3,3,3,3,3,4,5,4,4,4,3,0,Minor Delay,0,neutral or dissatisfied
66586,Female,Loyal Customer,44,Adolescent,Business travel,Eco,761,Short-Haul,4,5,5,5,3,3,3,4,4,4,4,2,4,3,1,Minor Delay,0,neutral or dissatisfied
6605,Male,Loyal Customer,41,Adolescent,Personal Travel,Eco,618,Short-Haul,2,3,2,3,4,2,4,4,2,3,3,1,4,4,0,Minor Delay,0,neutral or dissatisfied
118854,Male,Loyal Customer,24,Adolescent,Personal Travel,Eco Plus,304,Short-Haul,2,4,2,2,5,2,2,5,3,4,4,4,5,5,51,Moderate Delay,46,neutral or dissatisfied
22151,Female,Disloyal Customer,20,Adolescent,Business travel,Eco,565,Short-Haul,4,5,4,3,4,4,2,4,2,3,1,5,1,4,0,Minor Delay,0,neutral or dissatisfied
41874,Male,Loyal Customer,23,Adolescent,Business travel,Eco,925,Short-Haul,1,3,3,3,1,1,1,1,3,2,4,3,3,1,6,Minor Delay,22,neutral or dissatisfied
5362,Female,Loyal Customer,20,Adolescent,Business travel,Business,2037,Long-Haul,1,1,1,1,4,4,4,4,3,4,4,5,4,4,0,Minor Delay,0,satisfied
111572,Male,Disloyal Customer,21,Adolescent,Business travel,Eco,483,Short-Haul,2,4,2,3,1,2,1,1,1,5,4,3,3,1,32,Moderate Delay,64,neutral or dissatisfied
8307,Male,Loyal Customer,54,Adolescent,Business travel,Eco Plus,530,Short-Haul,2,3,3,3,2,2,2,2,3,3,3,2,3,2,0,Minor Delay,11,neutral or dissatisfied
22230,Female,Disloyal Customer,33,Adolescent,Business travel,Business,145,Short-Haul,3,3,3,4,3,3,3,3,4,3,4,5,5,3,0,Minor Delay,3,neutral or dissatisfied
85244,Female,Loyal Customer,47,Adolescent,Personal Travel,Eco,696,Short-Haul,4,4,4,4,2,1,3,2,2,4,2,4,2,3,24,Minor Delay,36,satisfied
34817,Female,Loyal Customer,48,Adolescent,Personal Travel,Eco,301,Short-Haul,3,2,4,3,2,4,3,3,3,4,3,2,3,4,0,Minor Delay,0,neutral or dissatisfied
20959,Female,Disloyal Customer,18,Adolescent,Business travel,Eco,689,Short-Haul,4,4,4,3,2,4,2,2,1,1,3,4,4,2,117,Severe Delay,126,neutral or dissatisfied
20466,Male,Loyal Customer,60,Old,Personal Travel,Eco,84,Short-Haul,0,1,0,3,3,0,3,3,4,1,3,2,4,3,0,Minor Delay,0,satisfied
26969,Female,Loyal Customer,48,Adolescent,Business travel,Eco,867,Short-Haul,4,1,1,1,1,4,5,4,4,4,4,1,4,4,0,Minor Delay,0,satisfied
109005,Male,Disloyal Customer,27,Adolescent,Business travel,Business,994,Short-Haul,4,4,4,2,1,4,1,1,5,2,5,3,4,1,3,Minor Delay,0,satisfied
